"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";
"Hostal";"2";"DON SUERO DE QUIÑONES";"ALVAREZ VEGA,1 (PTE PASO HONROSO)";"24286";"León";"Hospital de Órbigo";"HOSPITAL DE ORBIGO";"HOSPITAL DE ORBIGO";"987388238";"";"";"987388952";"don.suero@hotmail.com";"";"";"";
"Hotel Residencia";"4";"TEMPLE PONFERRADA";"AVDA. PORTUGAL, 2";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987410058";"";"";"987423525";"";"www.lesein.es/pymes/negociosreunidos";"";"";
"Hostal";"2";"EL PALACIO";"PALACIO, 3";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987750474";"987750474";"";"";"";"";"";"";
"Hostal Residencia";"1";"DELFIN";"CTRA. MADRID-CORUÑA, KM. 326";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987602414";"987615016";"";"987615016";"delfin-restaurant@hotmail.com";"www.hostalrestaurantedelfin.com";"";"";
"Hostal Residencia";"1";"GUZMAN EL BUENO";"LOPEZ CASTRILLON, 6";"24003";"León";"León";"LEON";"LEON";"987236412";"987231462";"";"987236412";"hostalguzman@hotmail.com";"";"";"";
"Hostal";"1";"NISI";"HERMINIO RODRIGUEZ, 3";"24850";"León";"Boñar";"BOÑAR";"BOÑAR";"987735210";"";"";"987741657";"";"";"";"";
"Hostal";"1";"LA TORRE";"CHAO DO MARCO, S/N";"24380";"León";"Puente de Domingo Flórez";"PUENTE DE DOMINGO FLOREZ";"PUENTE DE DOMINGO FLOREZ";"987460081";"987460589";"";"987460814";"latorre@valdeorras.cominfo@hrlatorrre.com";"www.hrlatorre.com";"";"";
"Pensión";"";"EL TOMBO";"RAMON CRESPO, 3";"24915";"León";"Posada de Valdeón";"CORDIÑANES DE VALDEON";"";"987740526";"";"";"";"";"";"";"";
"Pensión";"";"JOSE LUIS";"CTRA. DE VILLAMOR";"24286";"León";"Hospital de Órbigo";"PUENTE DE ORBIGO";"";"987388349";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"JULIO CESAR";"CERVANTES, 6";"24198";"León";"Valverde de la Virgen";"VIRGEN DEL CAMINO (LA)";"VIRGEN DEL CAMINO (LA)";"987302044";"";"";"987302044";"";"";"";"";
"Pensión";"";"VENECIA";"CTRA. NACIONAL VI, KM. 410";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"";"987540468";"";"";"";"";"";"";"";
"Pensión";"";"LA RUTA LEONESA";"CTRA. LEON, 14";"24700";"León";"Astorga";"ASTORGA";"";"987615037";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"PACHO";"AVDA. CONSTITUCION, 86";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987780775";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"SAN NARCISO";"CTRA. MADRID-CORUÑA, KM. 325";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987615001";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"LA PAZ";"CTRA. MADRID-CORUÑA, KM. 323";"24395";"León";"San Justo de la Vega";"CELADA";"";"987615277";"";"";"987617503";"";"";"";"";
"Pensión";"";"GORDON";"LEON, 88";"24700";"León";"Astorga";"ASTORGA";"";"987615018";"";"";"";"";"";"";"";
"Pensión";"";"RABOCAN";"CTRA PANTANO DE LUNA S/N (CTRA. BEBERINO-GERAS)";"24608";"León";"Pola de Gordón (La)";"BEBERINO";"BEBERINO";"987597095";"";"";"";"";"";"";"";
"Pensión";"";"TRIACASTELA";"LA CIERVA, 3";"24400";"León";"Ponferrada";"PONFERRADA";"";"987412273";"";"";"";"";"";"";"";
"Hostal";"1";"CONDE DE LEMOS";"AVDA. GALICIA, 85";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987411091";"987411709";"";"987411709";"RESERVAS@HOSTALCONDEDELEMOS.ES";"";"";"";
"Hostal Residencia";"2";"DON SUERO";"SUERO DE QUIÑONES,  AVENIDA, 15";"24002";"León";"León";"LEON";"LEON";"987230600";"";"";"987246491";"";"";"";"";
"Hostal Residencia";"2";"LOS ANGELES";"CTRA. MADRID-CORUÑA, KM. 292";"24790";"León";"Roperuelos del Páramo";"VALCABADO DEL PARAMO";"";"987666205";"";"";"987666182";"";"";"";"";
"Pensión";"";"LA RUTA";"LAS ROZAS, 1";"24100";"León";"Villablino";"VILLABLINO";"";"987470353";"";"";"";"";"";"";"";
"Pensión";"";"SAN ANTONIO";"AVDA. PORTUGAL, 8";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987415897";"";"";"";"";"";"";"";
"Pensión";"";"FILOSOFIA";"CTRA. ADANERO-GIJON, KM. 314";"24226";"León";"Villasabariego";"VILLARENTE";"VILLARENTE";"987000000";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"LA MONTAÑA";"CAMINO DE SANTIAGO,17";"24226";"León";"Villasabariego";"VILLARENTE";"VILLARENTE";"987312161";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"BELLA";"SANTIAGO APOSTOL , 8";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987802810";"";"";"";"";"";"";"";
"Hotel";"2";"VALJUNCO";"URBANIZACION VALJUNCO, S/N";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987752450";"629848847";"";"987752449";"info@hotel-valjunco.com";"ww.hotel-valjunco.com";"";"";
"Hostal";"1";"LAS HOCES";"ESTACION, 27";"24840";"León";"Vecilla (La)";"VECILLA DE CURUEÑO (LA)";"VECILLA DE CURUEÑO (LA)";"987741233";"";"";"";"";"";"";"";
"Pensión";"";"SAN MIGUEL II";"JUAN DE LAMA, 14";"24400";"León";"Ponferrada";"PONFERRADA";"";"987426700";"";"";"";"";"";"";"";
"Hostal";"2";"NOVA RUTA";"CTRA. MADRID-CORUÑA,  KM. 420";"24523";"León";"Trabadelo";"TRABADELO";"TRABADELO";"987566431";"";"";"987566434";"infor@hostalnovaruta.com";"";"";"";
"Motel";"3";"TEMPLE PRADORREY";"CTRA. MADRID-CORUÑA, KM. 329";"24714";"León";"Brazuelo";"PRADORREY";"PRADORREY";"987615729";"";"";"987619220";"pradorrey@templehoteless.com";"www.templehoteles.com";"";"";
"Hostal Residencia";"1";"EL DELFIN VERDE";"CTRA. ADANERO-GIJON";"24226";"León";"Villasabariego";"VILLARENTE";"VILLARENTE";"987312065";"";"";"987312065";"hostaldelfinverde@gmail.com";"";"";"";
"Hostal Residencia";"1";"GALICIA";"CTRA. MADRID CORUÑA KM. 309 (A-6  salida 306-314)";"24794";"León";"Riego de la Vega";"TORAL DE FONDO";"TORAL DE FONDO";"987605540";"987 63 23 86";"";"987605540";"";"";"";"";
"Pensión";"";"LA ASTURIANA";"AVDA. CONSTITUCION, 54";"24286";"León";"Hospital de Órbigo";"PUENTE DE ORBIGO";"PUENTE DE ORBIGO";"608635838";"";"";"";"";"";"";"";
"Pensión";"";"ARGENTINO";"CTRA. ZAMORA, KM. 23";"24233";"León";"Ardón";"VILLALOBAR";"";"987304509";"";"";"";"";"";"";"";
"Hostal";"1";"EL CRUCERO";"LA MAGDALENA, CTRA LEON CABOALLES, KM.36";"24120";"León";"Soto y Amío";"CANALES-LA MAGDALENA";"CANALES-LA MAGDALENA";"987581024";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"SAN MIGUEL";"CTRA. N-630, KM. 169";"24233";"León";"Ardón";"VILLALOBAR";"VILLALOBAR";"987304546";"";"";"";"";"";"";"";
"Pensión";"";"CASA HERMINIA";"RIO SIL, 6";"24100";"León";"Villablino";"VILLABLINO";"";"987470076";"";"";"";"";"";"";"";
"Pensión";"";"OKENDO";"DOCTOR RIVAS, 10";"24800";"León";"Cistierna";"CISTIERNA";"CISTIERNA";"987700646";"";"";"";"";"";"";"";
"Hotel Residencia";"3";"VALCARCE";"CTRA. MADRID-CORUÑA, KM. 418";"24524";"León";"Vega de Valcarce";"PORTELA DE VALCARCE (LA)";"PORTELA DE VALCARCE (LA)";"987543180";"";"";"987543179";"";"";"";"";
"Hostal";"1";"HOSTERIA CASA INES";"AVDA. CONSTITUCION, 64";"24850";"León";"Boñar";"BOÑAR";"BOÑAR";"987735086";"620873690";"";"987701055";"";"";"";"";
"Hostal Residencia";"2";"LAS PALMERAS";"CTRA. N-VI, KM. 400";"24549";"León";"Carracedelo";"CARRACEDELO";"CARRACEDELO";"987562505";"";"";"";"";"";"";"";
"Pensión";"";"CASA PACO";"VERGEL, 9";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"";"987750364";"";"";"";"";"";"";"";
"Hostal";"2";"LA CODORNIZ";"ARCO, S/N";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987780276";"";"";"987780186";"info@hostallacodorniz.com";"";"";"";
"Hostal";"2";"LOS ROSALES";"CTRA. MADRID-CORUÑA,  KM. 377";"24398";"León";"Congosto";"ALMAZCARA";"ALMAZCARA";"987467167";"";"";"987467200";"info@hotel.losrosales.es";"www.hr-losrosales.com";"";"";
"Hostal";"2";"RIOVERDE";"CTRA. VEGUELLINA, KM. 1.";"24763";"León";"Soto de la Vega";"REQUEJO DE LA VEGA";"REQUEJO DE LA VEGA";"987641712";"987643949";"";"987641712/987641736";"rioverde@hostalrioverde.com";"www.hostalrioverde.com";"";"";
"Hostal Residencia";"2";"MIRADOR DEL ERMITAGE";"CTRA. MADRID-CORUÑA, KM. 300";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987641812";"649992143";"";"987641808";"hostalvermar@hostalvermar.com";"";"";"";
"Hotel Residencia";"3";"GAUDI";"EDUARDO DE CASTRO, 6";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987615654";"";"";"987615040";"reservas@hotelgaudiastorga.com";"www.hotelgaudiastorga.com";"";"";
"Pensión";"";"LA MEZQUITA";"AVDA. JUAN FERRERO, 74";"24880";"León";"Valderrueda";"PUENTE ALMUHEY";"";"987703514";"";"";"";"";"";"";"";
"Hostal";"1";"PUERTA DE PICOS";"C/ LAS ERAS, 28";"24800";"León";"Cistierna";"CISTIERNA";"CISTIERNA";"9870000";"";"";"";"";"";"";"";
"Pensión";"";"REY JOFRA";"OBISPO MARCELO, 10";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987401478";"";"";"";"";"";"";"";
"Hostal";"1";"CASA SACERDOTAL";"HNOS. LA SALLE, 6";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987615600";"";"";"";"";"";"";"";
"Hostal";"1";"HOSPEDERIA MONASTICA";"MAYOR, 12";"24329";"León";"Sahagún";"SAN PEDRO DE LAS DUEÑAS";"";"987780150";"";"";"";"";"";"";"";
"Pensión";"";"FERROVIARIO";"DOCTOR FLEMING, 1";"24009";"León";"León";"LEON";"LEON";"987221060";"";"";"";"";"";"";"";
"Pensión";"";"EL CONDADO";"CTRA. PUENTE VILLARENTE-BOÑAR";"24154";"León";"Vegas del Condado";"VILLANUEVA DEL CONDADO";"VILLANUEVA DEL CONDADO";"987340084";"";"";"";"";"";"";"";
"Hostal";"1";"LA PRADERA";"CTRA. SAHAGUN-CISTIERNA, KM. 32";"24170";"León";"Almanza";"ALMANZA";"ALMANZA";"987710064";"";"";"987710064";"";"";"";"";
"Pensión";"";"EDU Y AMAYA";"ALLENDE, S/N";"24734";"León";"Castrocontrigo";"NOGAREJAS";"";"987660281";"";"";"";"";"";"";"";
"Hotel";"1";"VILLEGAS II";"PALACIO, 10";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987750161";"607143333";"";"987752270";"info@hotelvillegas.es";"www.hotelvillegas.es";"";"";
"Hotel";"3";"BERGIDUM (CERRADO TEMPORALMENTE)";"AVDA. DE LA PLATA, 4";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987401512";"";"";"987401600";"reservas@hotelbergidum.com";"www.hotelbergidum.com";"";"";
"Hostal Residencia";"2";"ASTORGA";"CTRA. N-VI, KM. 330";"24714";"León";"Brazuelo";"PRADORREY";"PRADORREY";"987617575";"";"";"987602882";"reserva@hotelastorga.es";"";"";"";
"Pensión";"";"MUNDO";"GORDON ORDAS, 9";"24640";"León";"Robla (La)";"ROBLA (LA)";"";"987570733";"";"";"";"";"";"";"";
"Hotel Residencia";"1";"CARMEN";"ELOY REIGADA, S/N";"24300";"León";"Bembibre";"BEMBIBRE";"BEMBIBRE";"987510135";"";"";"987511113";"";"";"";"";
"Pensión";"";"MADRID";"FELIX RODRIGUEZ DE LA FUENTE, 16";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"987731013";"987731168";"";"";"";"";"";"";
"Hostal Residencia";"1";"AVENIDA II";"CTRA. LEON-ASTORGA, KM. 17";"24392";"León";"Villadangos del Páramo";"VILLADANGOS DEL PARAMO";"VILLADANGOS DEL PARAMO";"987390151";"";"";"987390311";"";"www.hotelavenidaiii.com";"";"";
"Pensión";"";"DELICIAS";"LAS DELICIAS, 24";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987413510";"";"";"";"";"";"";"";
"Pensión";"";"PUERTA SOL";"PUERTA SOL, 1-2º";"24003";"León";"León";"LEON";"LEON";"987211966";"";"";"";"";"";"";"";
"Hotel Residencia";"1";"SAN FRANCISCO";"PZA. MAYOR, 6";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"VILLAFRANCA DEL BIERZO";"987540465";"637810900";"";"987540544";"hotelsanfrancisco@hotmail.com";"http://www.hotelsanfrancisco.org";"";"";
"Hostal";"1";"EL ABUELO";"LOS MESONES (TROBAJO),6-8";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987801044";"";"";"987801044";"";"www.hostalelabuelo.es";"";"";
"Hotel";"1";"SAN AGUSTIN";"CTRA. LEON-BENAVENTE, KM. 52";"24235";"León";"Villaquejida";"VILLAQUEJIDA";"";"987774142";"";"";"987774550";"";"";"";"";
"Hostal Residencia";"1";"PADRE ISLA";"JOAQUIN COSTA, 2";"24002";"León";"León";"LEON";"LEON";"987092298";"";"";"";"";"";"";"";
"Pensión";"";"EL MOLINO";"SANTA MARIA, 10";"24540";"León";"Cacabelos";"CACABELOS";"";"987546829";"";"";"";"";"";"";"";
"Hotel Residencia";"3";"COMPLEJO HOTELERO LA PEÑA";"LA PEÑA";"24398";"León";"Congosto";"CONGOSTO";"CONGOSTO";"987467020";"987467278";"";"987467102";"chlapena@congostohotel.com";"www.congostohotel.com";"";"";
"Pensión";"";"LEONISA MACIAS";"ALMERIA, 5";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987403855";"";"";"";"";"";"";"";
"Pensión";"";"SALOME";"VILLAR S/N";"24450";"León";"Toreno";"TORENO";"";"987533246";"";"";"";"";"";"";"";
"Pensión";"";"JOHNNY";"LA FUENTE, 18";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"";"987640726";"";"";"";"";"";"";"";
"Hostal";"1";"LA GARGOLA";"GRAN CAPITAN, 7-9";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"TROBAJO DEL CAMINO";"987806180";"";"";"";"";"";"";"";
"Hostal";"2";"EL KANGURO AUSTRALIANO";"CTRA. LEON-ASTORGA, KM. 31";"24286";"León";"Hospital de Órbigo";"HOSPITAL DE ORBIGO";"HOSPITAL DE ORBIGO";"987389031";"";"";"987389031";"";"";"";"";
"Pensión";"";"MODERNO";"PZA. CALVO SOTELO, 14";"24220";"León";"Valderas";"VALDERAS";"";"987763114";"";"";"";"";"";"";"";
"Pensión";"";"ANCAR";"MENENDEZ PIDAL,  16";"24010";"León";"San Andrés del Rabanedo";"TROBAJO DEL CAMINO";"";"987802761";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"CAMPO";"CTRA. CORDIÑANES, S/N";"24915";"León";"Posada de Valdeón";"POSADA DE VALDEON";"POSADA DE VALDEON";"987740502";"";"";"987740502";"";"";"";"";
"Hostal Residencia";"1";"RIAÑO";"PLAZA LA REDONDA, s/n";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740694";"";"";"";"liron169@telefonica.net";"";"";"";
"Hostal Residencia";"2";"PULFER";"Carretera, 22";"24145";"León";"Sena de Luna";"SENA DE LUNA";"SENA DE LUNA";"987597719";"";"";"987597749";"hjpulgar@hotmail.com";"";"";"";
"Hostal";"2";"SAINZ";"AVDA. VALCAYO, 14";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740663";"987740675";"";"987740663";"hostalsainz@hotmail.com";"www.hermanossainz.com";"";"";
"Hotel";"2";"SAN GLORIO";"LLANAVES DE LA REINA";"24912";"León";"Boca de Huérgano";"LLANAVES DE LA REINA";"LLANAVES DE LA REINA";"987740418";"";"";"987740461";"hotelsanglorio@jazzfree.com";"";"";"";
"Hostal Residencia";"1";"REGUEIRO II";"AVDA. DEL FERROCARRIL, 4";"24560";"León";"Toral de los Vados";"TORAL DE LOS VADOS";"TORAL DE LOS VADOS";"987544419";"";"";"";"";"";"";"";
"Hostal";"1";"PRADO";"CTRA.PALANQUINOS-CISTIERNA";"24930";"León";"Valdepolo";"QUINTANA DE RUEDA";"QUINTANA DE RUEDA";"987337185";"";"";"";"";"";"";"";
"Hostal";"2";"NUEVO LUGAR";"CTRA. N-VI, KM. 395";"24410";"León";"Camponaraya";"NARAYOLA";"NARAYOLA";"987450011";"";"";"";"";"";"";"";
"Hostal";"2";"ALTO PARAMO";"CTRA. LEON-ASTORGA, KM. 18";"24392";"León";"Villadangos del Páramo";"VILLADANGOS DEL PARAMO";"VILLADANGOS DEL PARAMO";"628238504";"";"";"987390627";"alfonsovinilo@hotmail.com";"";"";"";
"Hostal";"2";"CANADA";"EL LAGO, 74";"24560";"León";"Toral de los Vados";"TORAL DE LOS VADOS";"TORAL DE LOS VADOS";"987545180";"";"";"";"";"";"";"";
"Hotel";"2";"PRESA";"AVDA. VALCAYO, 12 ESQUINA PLAZA DEL AYUNTAMIENTO.";"24900";"León";"Riaño";"RIAÑO";"RIAÑO";"987740637";"";"";"987740737";"";"";"";"";
"Hostal Residencia";"2";"RUTA DEL PORMA";"C/EMILIANO A. SANCHEZ LOMBAS, 36";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"987731036";"987731152";"";"987731036";"info@hostalrutadelporma.com";"www.hostalrutadelporma.com";"";"";
"Hostal Residencia";"1";"EL TROPEZON";"CTRA. DE TARNA, S/N";"24857";"León";"Puebla de Lillo";"COFIÑAL";"";"987731053";"";"";"";"";"";"";"";
"Hostal";"2";"CORONA";"C/REBANAL, Nº 4";"24915";"León";"Posada de Valdeón";"POSADA DE VALDEON";"POSADA DE VALDEON";"987740578";"987740595";"";"987740595";"";"";"";"";
"Pensión";"";"LA PRADERA";"CTRA. LOS CARMENES, S/N";"24689";"León";"Villamanín";"FONTUN DE LA TERCIA";"";"987598356";"";"";"";"";"";"";"";
"Pensión";"";"SAGRARIO";"ALCALDE MIGUEL CASTAÑO, 20";"24005";"León";"León";"LEON";"";"987215701";"987203818";"";"";"";"";"";"";
"Pensión";"";"VALCARCE";"TRUCHAS, 9-1º";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987411137";"";"";"";"";"";"";"";
"Hostal";"2";"ALFONSO VI";"ANTONIO NICOLAS, 4";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"987781144";"";"";"987781258";"";"";"";"";
"Hotel Residencia";"3";"PASO HONROSO";"CTRA. NACIONAL, 120,KM. 335";"24286";"León";"Hospital de Órbigo";"HOSPITAL DE ORBIGO";"HOSPITAL DE ORBIGO";"987361010";"";"";"987361017";"hotel@elpasohonroso.com";"www.elpasohonroso.com";"";"";
"Pensión";"";"LOLA";"INGENIERO LAFUENTE, 3-1º";"24350";"León";"Villarejo de Órbigo";"VEGUELLINA DE ORBIGO";"";"987376448";"";"";"";"";"";"";"";
"Hotel";"1";"LA ALEGRIA";"CTRA SANTANDER S/N";"24161";"León";"Cubillas de Rueda";"SAHECHORES DE RUEDA";"SAHECHORES DE RUEDA";"987333170";"";"";"987333205";"";"";"";"";
"Hostal Residencia";"1";"EL TROPEZON";"AVDA. DE LEON, 33";"24290";"León";"Santa Cristina de Valmadrigal";"MATALLANA DE VALMADRIGAL";"MATALLANA DE VALMADRIGAL";"987335017";"";"";"";"";"";"";"";
"Hostal";"2";"TIERRA DE LA REINA";"CTRA. LEON SANTANDER, S/N";"24911";"León";"Boca de Huérgano";"BOCA DE HUERGANO";"BOCA DE HUERGANO";"987740100";"";"";"987740172";"correo@hoteltierradelareina.com";"www.hoteltierradelareina.com";"";"";
"Hostal";"2";"LA CUESTA";"AVDA. ANCARES, 50";"24430";"León";"Vega de Espinareda";"VEGA DE ESPINAREDA";"VEGA DE ESPINAREDA";"987564714";"";"";"987566709";"hlacuesta@hotmail.com";"";"";"";
"Hotel";"1";"RIO CEA";"c/ MISTER UNIVERSO JUAN FERRERO, 55";"24880";"León";"Valderrueda";"PUENTE ALMUHEY";"PUENTE ALMUHEY";"987703521";"639179386";"";"987703521";"info@hotelriocea.com";"WWW.HOTELRIOCEA.COM";"";"";
"Pensión";"";"PARDOMINO";"AVDA. ASTURIAS, 113";"24850";"León";"Boñar";"BOÑAR";"";"987741581";"";"";"";"";"";"";"";
"Hostal";"2";"VENTASIERRA";"CTRA. CISTIERNA RIAÑO";"24970";"León";"Crémenes";"VALDORE";"VALDORE";"987711029";"";"";"";"";"";"";"";
"Hostal Residencia";"1";"TIO PEPE";"BARRIO PUENTE NUEVO, S/N";"24300";"León";"Bembibre";"BEMBIBRE";"BEMBIBRE";"987511424";"";"";"";"";"";"";"";
"Hostal";"2";"LA HERRERIA";"PIO DE CELA, 27";"24350";"León";"Villarejo de Órbigo";"VEGUELLINA DE ORBIGO";"";"987374062";"";"";"987376335";"";"";"";"";
"Hostal Residencia";"1";"MARGA II";"SANTA LUCIA, 2";"24100";"León";"Villablino";"VILLABLINO";"";"987472111";"";"";"987480173";"";"";"";"";
"Hotel";"2";"LA BRAÑINA";"LA BRAÑINA, 20";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987480361";"";"";"987480362";"";"www.lesein.es/labranina";"";"";
"Hostal";"2";"CASA MENDEZ";"ESPIRITU SANTO, 1";"24500";"León";"Villafranca del Bierzo";"VILLAFRANCA DEL BIERZO";"";"987542408";"";"";"987540055";"";"";"";"";
"Hotel Residencia";"2";"MONTERREY";"CTRA. N-VI, KM. 333 . (Ver Observaciones).";"24714";"León";"Brazuelo";"PRADORREY";"PRADORREY";"987606611";"987606587";"";"987606633";"";"";"";"";
"Pensión";"";"EL PEREIRO";"FONTANON, 12";"24100";"León";"Villablino";"VILLABLINO";"";"987470090";"";"";"";"";"";"";"";
"Hotel";"4";"ALFONSO V";"PADRE ISLA, 1";"24002";"León";"León";"LEON";"LEON";"987220900";"";"";"987221244";"reservas@hotelalfonsov.com";"www.hotelalfonsov.com";"";"";
"Hotel Residencia";"3";"ERDELAND";"CTRA. LEON-BENAVENTE, KM. 13";"24231";"León";"Onzonilla";"VILORIA DE LA JURISDICCION";"VILORIA DE LA JURISDICCION";"987303927";"";"";"987303901";"reservas@erdeland.com";"www.erdeland.com";"";"";
"Hotel Residencia";"2";"AVENIDA III";"CTRA. LEON-ASTORGA, KM. 17";"24392";"León";"Villadangos del Páramo";"VILLADANGOS DEL PARAMO";"VILLADANGOS DEL PARAMO";"987390311";"";"";"987390311";"";"www.hotelavenidaiii.com";"";"";
"Hostal Residencia";"2";"EL CRUCE";"CONSTITUCION, 43";"24800";"León";"Cistierna";"CISTIERNA";"CISTIERNA";"987700041";"";"";"";"";"";"";"";
"Pensión";"";"MIRADOR DE LA CRUZ (CERRADO TEMPORALMENTE)";"CRUZ, 20 (TROBAJO)";"24010";"León";"León";"LEON";"LEON";"987802439";"";"";"";"";"";"";"";
"Pensión";"";"CHAMU";"ESPOLON ABAJO, 6";"24252";"León";"Bercianos del Páramo";"BERCIANOS DEL PARAMO";"";"987373227";"";"";"";"";"";"";"";
"Pensión";"";"BAHIA  (CIERRE TEMPORAL)";"LA BAÑEZA, 18";"24350";"León";"Villarejo de Órbigo";"VEGUELLINA DE ORBIGO";"";"987376264";"";"";"";"";"";"";"";
"Hotel";"3";"NOVO";"CTRA NAL VI, KM. 386";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"617924430";"987424494";"";"987426059";"";"";"";"";
"Pensión";"";"EL ANCLA";"AV.GALICIA,57";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987416954";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"EC";"SAN JUAN BOSCO, 3";"24009";"León";"León";"LEON";"LEON";"987210519";"";"";"";"";"";"";"";
"Pensión";"";"SANTA LUCIA";"CTRA CABOALLES KM 31";"24123";"León";"Carrocera";"OTERO DE LAS DUEÑAS";"OTERO DE LAS DUEÑAS";"987581437";"";"";"";"";"";"";"";
"Pensión";"";"CRESCENTE";"BOCA DE HUERGANO";"24911";"León";"Boca de Huérgano";"BOCA DE HUERGANO";"";"987740134";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"SANTA MARIA";"SANTA MARIA, 20-A";"24540";"León";"Cacabelos";"CACABELOS";"CACABELOS";"987549588";"";"";"987549205";"santamariasl@hotmail.com";"www.iranon.org/hostalsm.htm";"";"";
"Hotel";"4";"CORTES DE LEON (CERRADO TEMPORALMENTE)";"CTRA.  GIJON-SEVILLA, KM. 141";"24008";"León";"Villaquilambre";"VILLAQUILAMBRE";"VILLAQUILAMBRE";"987272422";"";"";"987270030";"reservas@hotelcortesdeleon.com";"www.hotelcortesdeleon.com";"";"";
"Hostal Residencia";"2";"EL PALACIO";"C/ EL PALACIO S/N";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"987453094";"";"";"987 453047";"info@casaelpalacio.com";"www.casaelpalacio.com";"";"";
"Hostal";"1";"SAN MARTIN";"AVDA.PICOS DE EUROPA,32";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"987310094";"";"";"";"";"";"";"";
"Hostal";"1";"EL PEREGRINO";"C/FRAY PEDRO DEL BURGO, 36";"24343";"León";"Burgo Ranero (El)";"BURGO RANERO (EL)";"BURGO RANERO (EL)";"987330069";"";"";"987330069";"";"";"";"";
"Hostal Residencia";"2";"HOSTERIA CUCA LA VAINA";"C/ JARDIN, S/N";"24718";"León";"Astorga";"CASTRILLO DE LOS POLVAZARES";"CASTRILLO DE LOS POLVAZARES";"987691078";"649988254";"";"987691471";"www.cuca.la.vaina@terra.es";"www.cucalavaina.com";"";"";
"Hostal";"1";"LA RUTA";"TRAVESIA DEL CARES, 15";"24915";"León";"Posada de Valdeón";"CAIN DE VALDEON";"CAIN DE VALDEON";"987742702";"";"";"987742702";"info@hostallaruta.com";"arrakis.es/~laruta";"";"";
"Hostal";"1";"LA POSADA DEL MONTAÑERO";"CAIN";"24915";"León";"Posada de Valdeón";"CAIN DE VALDEON";"CAIN DE VALDEON";"987742711";"";"";"";"";"";"";"";
